filename,label
2017080512-201705-HMW8-1.png,970.0
2015100609-201523-HMW8-1.png,970.0
2014100408-201418-MTS2-1.png,935.0
2015082123-201516-HMW8-1.png,950.0
2014050203-201405-MTS2-1.png,1011.0
2013101002-201326-MTS2-1.png,1001.3
2014120522-201422-MTS2-1.png,931.7
2017122314-201726-HMW8-1.png,1004.7
2014050200-201405-MTS2-1.png,1010.0
2012100611-201219-MTS2-1.png,975.3
2018060311-201804-HMW8-1.png,1002.0
2014042909-201405-MTS2-1.png,985.0
2012102508-201223-MTS1-1.png,998.0
2014042809-201405-MTS2-1.png,996.0
2017080515-201711-HMW8-1.png,990.0
2015100318-201523-HMW8-1.png,990.0
2012091708-201216-MTS2-1.png,983.3
2010092100-201011-MTS2-1.png,1002.0
2017070415-201703-HMW8-1.png,990.0
2013080304-201309-MTS2-1.png,988.3
2019091719-201917-HMW8-1.png,998.0
2012101603-201222-MTS2-1.png,994.0
2019112004-201926-HMW8-1.png,1006.0
2013100812-201325-MTS2-1.png,1004.0
2010092106-201011-MTS2-1.png,1002.0
2017080210-201705-HMW8-1.png,940.0
2014071900-201410-MTS2-1.png,985.0
2018102913-201826-HMW8-1.png,955.0
2018102216-201826-HMW8-1.png,990.7
2015100205-201523-HMW8-1.png,996.3
2016100714-201618-HMW8-1.png,956.0
2018090704-201822-HMW8-1.png,1006.7
2015100818-201523-HMW8-1.png,960.0
2019122016-201929-HMW8-1.png,1004.0
2018102920-201826-HMW8-1.png,960.0
2013100504-201323-MTS2-1.png,960.0
2010103116-201014-MTS1-1.png,1012.0
2012092422-201217-MTS2-1.png,905.0
2015081417-201516-HMW8-1.png,1002.3
2013062019-201305-MTS2-1.png,998.0
2015031723-201503-MTS2-1.png,1003.7
2015080520-201513-HMW8-1.png,935.0
2016122116-201626-HMW8-1.png,1000.0
2011080221-201109-MTS2-1.png,945.0
2015011902-201501-MTS2-1.png,1010.0
2017081112-201712-HMW8-1.png,1002.0
2016080509-201605-HMW8-1.png,987.5
2014073022-201411-MTS2-1.png,990.7
2016081306-201607-HMW8-1.png,1000.0
2014112709-201421-MTS1-1.png,1003.0
2015062301-201508-MTS2-1.png,990.0
2015100602-201523-HMW8-1.png,973.3
2014100813-201419-MTS2-1.png,900.8
2018091223-201822-HMW8-1.png,905.0
2014100713-201419-MTS2-1.png,912.5
2016092716-201618-HMW8-1.png,1004.0
2014050201-201405-MTS2-1.png,1010.3
2016091509-201614-HMW8-1.png,999.0
2017091602-201718-HMW8-1.png,963.3
2015031116-201503-MTS2-1.png,996.0
2019122516-201929-HMW8-1.png,989.7
2018081701-201818-HMW8-1.png,985.0
2018060410-201804-HMW8-1.png,1002.0
2019111907-201926-HMW8-1.png,975.0
2017070217-201703-HMW8-1.png,991.3
2014060900-201406-MTS2-1.png,1000.0
2011081416-201109-MTS1-1.png,995.3
2014072115-201410-MTS2-1.png,965.0
2015082003-201516-HMW8-1.png,927.5
2012072805-201210-MTS2-1.png,1006.3
2014072803-201411-MTS2-1.png,1007.0
2015121322-201527-HMW8-1.png,940.0
2013100202-201323-MTS2-1.png,985.0
2017092211-201718-HMW8-1.png,1005.3
2012092902-201217-MTS2-1.png,933.3
2011080322-201109-MTS1-1.png,945.0
2017082702-201714-HMW8-1.png,988.7
2015040516-201505-MTS2-1.png,1000.0
2013092517-201320-MTS2-1.png,965.0
2013092316-201320-MTS2-1.png,970.0
2012091809-201216-MTS2-1.png,998.0
2017091210-201718-HMW8-1.png,955.0
2014072317-201410-MTS2-1.png,989.2
2019062814-201903-HMW8-1.png,992.7
2016081709-201608-HMW8-1.png,991.0
2016100210-201618-HMW8-1.png,935.0
2017121523-201726-HMW8-1.png,997.7
2015070823-201509-HMW8-1.png,965.0
2015093023-201522-HMW8-1.png,1008.0
2014101601-201419-MTS2-1.png,980.0
2013093012-201322-MTS2-1.png,996.0
2013010917-201301-MTS2-1.png,1006.0
2018081717-201818-HMW8-1.png,990.0
2019022401-201902-HMW8-1.png,923.3
2018102600-201826-HMW8-1.png,935.0
2015031516-201503-MTS2-1.png,993.3
2019091819-201917-HMW8-1.png,997.7
2018070319-201808-HMW8-1.png,1002.0
2011080514-201109-MTS1-1.png,950.0
2019091817-201917-HMW8-1.png,998.0
